%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
1756812887581191000,0,1756812887581191000,map,5.82732028184,10.938856219,0.0,0.0,0.0,-0.597882065563,0.801584078983,0.0163814182408,0.000272749113854,0.0,0.0,0.0,0.0,0.000272749113854,0.0751441083244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00477719433642
1756812903847581000,1,1756812903847581000,map,-11.0833780677,-12.2136096988,0.0,0.0,0.0,-0.690608206847,0.723229081713,0.247658505789,0.000359969451068,0.0,0.0,0.0,0.0,0.000359969451068,0.242900989264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0671656724325
1756812926181059000,2,1756812926181059000,map,-11.0478324107,-11.84283369,0.0,0.0,0.0,-0.689979403747,0.723829000804,0.201467352336,0.00226644560104,0.0,0.0,0.0,0.0,0.00226644560104,0.241252157832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054338037777
1756812927247646000,3,1756812927247646000,map,-11.044205315,-11.2318284485,0.0,0.0,0.0,-0.676391128033,0.73654262736,0.0988187723078,-0.00553913106475,0.0,0.0,0.0,0.0,-0.00553913106474,0.223499900966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247752101341
1756812928449652000,4,1756812928449652000,map,-11.1030726978,-10.6010794274,0.0,0.0,0.0,-0.669449766223,0.742857328498,0.0465117658269,-0.0164000537915,0.0,0.0,0.0,0.0,-0.0164000537915,0.208100989879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127482629761
1756812929449145000,5,1756812929449145000,map,-11.1452038104,-10.0151011968,0.0,0.0,0.0,-0.668908271161,0.743344956781,0.0176182322741,-0.0210251409557,0.0,0.0,0.0,0.0,-0.0210251409557,0.209738097067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00842910819396
1756812930380506000,6,1756812930380506000,map,-11.2206446159,-9.44984699678,0.0,0.0,0.0,-0.658197133492,0.752845623925,0.0101969260864,-0.0250025710251,0.0,0.0,0.0,0.0,-0.0250025710251,0.201868395498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00730364576487
1756812931314219000,7,1756812931314219000,map,-11.3232418674,-8.75517584091,0.0,0.0,0.0,-0.655447138512,0.755241053318,0.00987455575168,-0.0257629070894,0.0,0.0,0.0,0.0,-0.0257629070894,0.192510036342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00506727776951
1756812932247948000,8,1756812932247948000,map,-11.4164982502,-8.09051386455,0.0,0.0,0.0,-0.649956542119,0.759971376669,0.0124429007239,-0.025245119998,0.0,0.0,0.0,0.0,-0.025245119998,0.171382033471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00508372978065
1756812933181031000,9,1756812933181031000,map,-11.5299771477,-7.48888585461,0.0,0.0,0.0,-0.645473618649,0.763782565675,0.0140166935711,-0.0257799489292,0.0,0.0,0.0,0.0,-0.0257799489292,0.170159817259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00412708279946
1756812934113765000,10,1756812934113765000,map,-11.6407067877,-6.9086195778,0.0,0.0,0.0,-0.634303220523,0.773084357903,0.0131148014939,-0.023740319619,0.0,0.0,0.0,0.0,-0.023740319619,0.158639469896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00308982217438
1756812934914393000,11,1756812934914393000,map,-11.7271966213,-6.40154113222,0.0,0.0,0.0,-0.634531533937,0.772896974014,0.0129202730479,-0.0250085004787,0.0,0.0,0.0,0.0,-0.0250085004787,0.162797174936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00299465972634
1756812935713890000,12,1756812935713890000,map,-11.7928020548,-5.96150789763,0.0,0.0,0.0,-0.638805536893,0.769368238254,0.0111671900735,-0.0243927090841,0.0,0.0,0.0,0.0,-0.0243927090841,0.161525125331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00238264636708
1756812936514324000,13,1756812936514324000,map,-11.9008491347,-5.42228817455,0.0,0.0,0.0,-0.637897181914,0.770121539308,0.0103650534462,-0.0234173812484,0.0,0.0,0.0,0.0,-0.0234173812484,0.162878474213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00204658709006
1756812937313969000,14,1756812937313969000,map,-12.0045171489,-4.90255939747,0.0,0.0,0.0,-0.637889531251,0.770127876343,0.00992878929605,-0.0224233734686,0.0,0.0,0.0,0.0,-0.0224233734686,0.160205284332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00212364545415
1756812938114689000,15,1756812938114689000,map,-12.0900289077,-4.37960513621,0.0,0.0,0.0,-0.64456236102,0.764551739751,0.00912525741688,-0.0232162373423,0.0,0.0,0.0,0.0,-0.0232162373423,0.162888071773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018388076759
